,subregion_id,plotname,region,location_y,location_x,countdate,year,countdate_cluster,year_cluster,dem250,plot_nr,plot_name,elevation,plotweight,cov1,ASW,BFMON,BGER,BHE,BPIG,BST,CAT,CC,CURR,EWB,FTCUC,FW,GFAN,GHE,GHR,GOLDBB,GOLDW,LBSW,LEWHE,LST,MACHE,MTB,MTHORN,OFSF,PYR,RFAN,RL,SATBB,SBCUC,SBL,SCC,SD,SFD,SMON,TBBB,VRIF,VT,WOMP,WTTC,YBBB,YSHE,YTSW,site
934,AU,AU600,WT,-17.67442783,145.6556975,15-May-04,2004,1/01/2001,2,621,600,WT600,midland,1,1,0,1,11,0,0,2,0,5,0,5,0,0,4,6,3,0,4,6,7,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,4,0,0,2,AU600
935,AU,AU600,WT,-17.67442783,145.6556975,3-Feb-05,2005,1/01/2001,2,621,600,WT600,midland,1,1,1,3,8,,0,4,2,2,0,1,0,0,0,0,4,0,2,0,4,0,1,2,0,0,2,0,0,0,0,0,0,0,2,3,3,2,0,1,2,1,0,0,AU600
936,AU,AU600,WT,-17.67442783,145.6556975,31-Mar-05,2005,1/01/2001,2,621,600,WT600,midland,1,1,0,0,10,,2,1,1,2,0,0,0,0,4,4,3,0,3,7,6,0,0,1,0,0,0,1,5,0,0,0,1,0,0,2,1,4,0,1,4,0,0,2,AU600
937,AU,AU600,WT,-17.6733407,145.6539804,5-Nov-03,2003,1/01/2000,1,621,600,WT600,midland,1,1,0,1,3,0,2,1,1,1,1,1,0,0,1,0,2,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,2,0,1,1,0,0,0,AU600
938,AU,AU600,WT,-17.6733407,145.6539804,15-May-04,2004,1/01/2001,2,621,600,WT600,midland,1,1,0,0,14,0,0,4,1,3,0,4,0,2,3,4,4,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,4,1,0,0,AU600
939,AU,AU600,WT,-17.6733407,145.6539804,3-Feb-05,2005,1/01/2001,2,621,600,WT600,midland,1,1,0,1,2,,1,1,5,2,0,2,0,0,2,2,2,0,1,5,3,0,0,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,1,2,0,0,2,AU600
940,AU,AU600,WT,-17.6733407,145.6539804,15-Apr-05,2005,1/01/2001,2,621,600,WT600,midland,1,1,0,1,8,,1,2,1,3,0,2,0,2,2,5,2,0,1,5,4,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3,AU600
1114,AU,AU600,WT,-17.64316115,145.6387285,4-Nov-03,2003,1/01/2000,1,607,600,WT600,midland,1,1,0,1,0,4,1,6,3,1,0,3,0,1,1,0,1,0,3,7,3,0,0,2,0,0,0,0,0,0,0,0,0,2,0,3,,4,0,2,1,0,0,0,AU600
1115,AU,AU600,WT,-17.64316115,145.6387285,11-May-04,2004,1/01/2001,2,607,600,WT600,midland,1,1,0,0,9,0,0,1,1,1,0,2,1,1,3,2,4,0,2,4,6,0,0,1,0,0,2,0,0,0,0,0,2,0,0,2,1,1,0,0,1,0,0,1,AU600
1116,AU,AU600,WT,-17.64316115,145.6387285,24-Dec-04,2004,1/01/2001,2,607,600,WT600,midland,1,1,0,0,5,2,1,4,4,1,0,2,0,3,3,0,1,0,2,4,4,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,6,2,0,0,2,0,0,0,AU600
1117,AU,AU600,WT,-17.64316115,145.6387285,5-Apr-05,2005,1/01/2001,2,607,600,WT600,midland,1,1,0,0,8,,0,2,0,1,1,2,0,3,2,1,2,0,2,3,3,0,5,1,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,1,2,0,0,0,AU600
1441,AU,AU600,WT,-17.58443501,145.6998389,18-Nov-02,2002,1/01/2000,1,620,600,WT600,midland,1,1,0,0,0,,2,4,3,0,0,0,0,,1,0,4,0,6,5,0,1,0,0,0,2,0,0,,0,0,0,0,,3,0,,1,0,0,2,0,0,1,AU600
1442,AU,AU600,WT,-17.57640387,145.6920478,7-Sep-96,1996,1/01/2000,1,537,600,WT600,midland,1,1,0,0,7,0,4,0,3,0,0,3,0,0,1,0,2,0,0,2,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,3,0,2,1,2,0,0,AU600
1443,AU,AU600,WT,-17.5755375,145.6977072,7-Sep-96,1996,1/01/2000,1,568,600,WT600,midland,1,1,0,0,5,1,1,0,3,3,0,1,0,0,1,0,1,0,2,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,2,0,2,0,0,AU600
1444,AU,AU600,WT,-17.5736991,145.6930094,7-Sep-96,1996,1/01/2000,1,522,600,WT600,midland,1,1,0,0,7,0,1,0,2,0,0,1,0,0,1,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,AU600
1462,AU,AU600,WT,-17.38742191,145.7461066,18-Jan-00,2000,1/01/2000,1,476,600,WT600,midland,1,1,0,0,3,1,0,1,1,1,0,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,2,AU600
1463,AU,AU600,WT,-17.38742191,145.7461066,6-Sep-00,2000,1/01/2000,1,476,600,WT600,midland,1,1,0,2,4,1,2,2,3,1,0,0,0,1,3,0,3,0,3,0,3,0,2,1,0,0,0,0,1,0,1,0,1,0,0,2,3,2,0,0,0,0,0,0,AU600
1464,AU,AU600,WT,-17.38742191,145.7461066,1-Nov-01,2001,1/01/2000,1,476,600,WT600,midland,1,1,0,3,2,0,4,3,2,3,1,1,0,0,2,0,2,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,5,1,0,1,2,1,0,0,AU600
1467,AU,AU600,WT,-17.38628489,145.7449378,18-Jan-00,2000,1/01/2000,1,475,600,WT600,midland,1,1,0,1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,AU600
1468,AU,AU600,WT,-17.38628489,145.7449378,6-Sep-00,2000,1/01/2000,1,475,600,WT600,midland,1,1,0,0,4,3,4,2,3,3,0,2,0,0,2,0,0,0,2,5,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,AU600
1469,AU,AU600,WT,-17.38628489,145.7449378,1-Nov-01,2001,1/01/2000,1,475,600,WT600,midland,1,1,0,0,0,4,2,4,5,2,1,2,0,0,3,0,3,0,3,4,3,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,3,0,1,1,0,0,0,AU600
1470,AU,AU600,WT,-17.38496653,145.7436762,18-Jan-00,2000,1/01/2000,1,475,600,WT600,midland,1,1,0,1,2,0,0,2,1,2,0,0,0,0,1,0,1,0,0,10,1,0,0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,AU600
1471,AU,AU600,WT,-17.38496653,145.7436762,6-Sep-00,2000,1/01/2000,1,475,600,WT600,midland,1,1,0,1,4,2,2,4,5,1,0,3,0,0,1,0,1,1,3,1,3,0,0,1,0,0,0,1,0,0,1,0,2,0,2,0,0,4,0,3,2,0,0,0,AU600
1472,AU,AU600,WT,-17.38496653,145.7436762,1-Nov-01,2001,1/01/2000,1,475,600,WT600,midland,1,1,0,1,2,0,1,5,5,2,2,5,0,1,2,0,2,0,5,0,2,0,1,0,0,2,0,1,0,0,1,0,0,0,4,0,0,2,0,4,3,1,0,2,AU600
1502,AU,AU600,WT,-17.37647317,145.7657107,27-Jan-00,2000,1/01/2000,1,611,600,WT600,midland,1,1,0,3,4,0,1,4,3,2,1,2,0,1,1,0,2,0,2,0,2,1,1,1,0,0,0,0,0,1,0,0,1,0,2,2,2,1,0,0,3,0,0,0,AU600
1503,AU,AU600,WT,-17.37647317,145.7657107,5-Sep-00,2000,1/01/2000,1,611,600,WT600,midland,1,1,0,1,5,4,2,5,5,1,0,2,1,0,0,0,2,2,2,0,3,0,2,0,0,2,1,1,0,0,0,0,0,0,1,2,1,2,0,3,3,1,0,0,AU600
1504,AU,AU600,WT,-17.37647317,145.7657107,29-Oct-01,2001,1/01/2000,1,611,600,WT600,midland,1,1,0,5,5,4,3,1,5,4,0,2,0,3,0,0,3,0,7,1,1,0,3,0,1,1,1,1,0,0,0,0,0,0,3,2,0,3,0,3,3,3,0,0,AU600
1505,AU,AU600,WT,-17.3753505,145.7668477,27-Jan-00,2000,1/01/2000,1,611,600,WT600,midland,1,1,0,3,3,0,1,4,3,1,0,2,0,1,1,0,1,0,0,4,1,0,0,0,0,0,0,2,0,0,0,0,1,0,3,0,0,1,1,5,3,2,0,1,AU600
1506,AU,AU600,WT,-17.3753505,145.7668477,5-Sep-00,2000,1/01/2000,1,611,600,WT600,midland,1,1,0,0,2,0,2,2,2,0,0,0,0,0,2,0,3,0,1,1,3,0,1,1,0,2,0,1,0,0,1,0,1,0,0,1,1,2,0,1,1,3,0,0,AU600
1507,AU,AU600,WT,-17.3753505,145.7668477,29-Oct-01,2001,1/01/2000,1,611,600,WT600,midland,1,1,0,2,2,0,3,4,1,0,0,1,0,0,0,0,3,0,2,9,2,0,0,1,0,0,0,1,1,0,1,0,1,0,2,2,1,1,0,1,1,0,0,2,AU600
1511,AU,AU600,WT,-17.37400248,145.7680802,27-Jan-00,2000,1/01/2000,1,584,600,WT600,midland,1,1,2,2,8,3,2,2,2,1,0,3,0,3,1,0,2,0,3,4,2,0,1,0,0,0,0,0,0,0,0,0,3,0,4,1,1,1,0,1,2,0,0,0,AU600
1512,AU,AU600,WT,-17.37400248,145.7680802,5-Sep-00,2000,1/01/2000,1,584,600,WT600,midland,1,1,2,1,4,2,2,5,2,1,0,2,1,0,1,0,5,0,4,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,2,1,0,3,0,1,0,1,0,3,AU600
1513,AU,AU600,WT,-17.37400248,145.7680802,29-Oct-01,2001,1/01/2000,1,584,600,WT600,midland,1,1,2,1,5,0,3,4,3,2,0,1,0,1,3,0,2,0,5,0,3,0,1,0,0,0,0,0,2,0,0,0,1,0,6,2,1,0,0,0,6,3,0,0,AU600
1546,AU,AU600,WT,-17.31596902,145.7016659,4-Jun-01,2001,1/01/2000,1,622,600,WT600,midland,1,1,0,0,10,0,2,1,0,1,0,6,0,0,5,3,0,0,3,7,6,2,2,0,0,0,1,1,0,0,0,0,7,0,0,0,0,0,1,0,1,2,0,0,AU600
888,AU,AU6A,WT,-17.67597315,145.7124654,28-Jan-04,2004,1/01/2001,2,614,600,WT600,midland,1,1,0,0,0,0,0,2,2,1,0,0,0,0,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,2,1,0,0,0,AU600
889,AU,AU6A,WT,-17.67597315,145.7124654,16-Apr-04,2004,1/01/2001,2,614,600,WT600,midland,1,1,0,0,2,1,0,0,0,2,0,0,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,AU600
890,AU,AU6A,WT,-17.67597315,145.7124654,9-Jul-04,2004,1/01/2001,2,614,600,WT600,midland,1,1,0,0,13,1,6,1,4,2,0,3,0,1,2,1,2,0,1,2,3,0,3,0,0,1,1,0,0,0,0,0,1,0,0,0,2,1,0,6,2,0,0,3,AU600
891,AU,AU6A,WT,-17.67597315,145.7124654,6-Oct-04,2004,1/01/2001,2,614,600,WT600,midland,1,1,0,1,4,1,2,2,3,0,3,2,0,0,4,0,2,0,6,0,2,0,1,0,2,2,0,0,0,0,1,0,0,0,1,2,4,2,0,2,4,1,0,0,AU600
892,AU,AU6A,WT,-17.67597315,145.7124654,12-May-05,2005,1/01/2001,2,614,600,WT600,midland,1,1,0,1,11,,0,1,1,3,0,2,0,2,3,5,2,0,3,2,3,0,3,3,0,0,1,0,0,0,1,0,3,0,0,0,0,3,0,0,2,1,0,3,AU600
893,AU,AU6A,WT,-17.67597315,145.7124654,11-Nov-06,2006,1/01/2001,2,614,600,WT600,midland,1,1,1,0,0,1,1,,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,AU600
894,AU,AU6A,WT,-17.67597315,145.7124654,25-Mar-07,2007,1/01/2001,2,614,600,WT600,midland,1,1,0,0,8,6,2,3,2,2,0,3,1,2,1,3,3,0,3,2,1,0,2,0,0,0,1,3,0,0,0,0,3,0,0,1,0,3,0,0,3,1,1,2,AU600
895,AU,AU6A,WT,-17.67597315,145.7124654,13-Jun-07,2007,1/01/2001,2,614,600,WT600,midland,1,1,0,0,7,5,0,1,2,2,0,3,0,2,3,1,2,0,1,0,0,2,1,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,3,AU600
896,AU,AU6A,WT,-17.67597315,145.7124654,2-Apr-08,2008,1/01/2002,3,614,600,WT600,midland,1,1,0,0,2,0,0,2,1,1,0,1,0,0,1,0,4,0,1,1,2,0,0,3,0,0,1,0,0,0,0,8,1,0,2,1,0,3,0,0,1,0,0,0,AU600
897,AU,AU6A,WT,-17.67597315,145.7124654,17-Jun-08,2008,1/01/2002,3,614,600,WT600,midland,1,1,0,0,4,0,1,0,2,2,0,2,0,1,1,0,2,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,3,4,0,0,0,AU600
898,AU,AU6A,WT,-17.67597315,145.7124654,26-Mar-09,2009,1/01/2002,3,614,600,WT600,midland,1,1,2,0,4,1,0,0,1,3,0,2,0,1,2,5,4,0,1,3,1,2,0,2,0,1,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,2,0,2,AU600
899,AU,AU6A,WT,-17.67597315,145.7124654,18-Jun-09,2009,1/01/2002,3,614,600,WT600,midland,1,1,1,0,1,2,4,1,1,1,1,3,0,2,1,3,0,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,AU600
900,AU,AU6A,WT,-17.67597315,145.7124654,17-Jun-10,2010,1/01/2002,3,614,600,WT600,midland,1,1,0,0,2,2,3,4,2,4,0,4,0,4,2,4,1,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,3,1,0,0,0,AU600
901,AU,AU6A,WT,-17.67597315,145.7124654,12-Oct-10,2010,1/01/2002,3,614,600,WT600,midland,1,1,1,1,7,0,1,4,2,5,0,6,0,0,3,0,1,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,4,0,3,0,0,2,0,3,1,1,0,0,AU600
902,AU,AU6A,WT,-17.67597315,145.7124654,7-Aug-12,2012,1/01/2003,4,614,600,WT600,midland,1,1,0,0,7,1,0,3,2,2,0,5,0,1,2,0,1,0,4,0,3,1,1,2,0,0,2,0,0,0,0,0,3,0,0,0,0,4,0,2,,1,0,1,AU600
903,AU,AU6A,WT,-17.67597315,145.7124654,12-Mar-13,2013,1/01/2003,4,614,600,WT600,midland,1,1,1,0,2,4,0,0,2,3,0,1,0,1,0,0,2,0,2,4,1,0,0,0,0,3,0,0,,0,0,0,2,0,1,1,0,2,0,0,0,0,0,0,AU600
904,AU,AU6A,WT,-17.67597315,145.7124654,11-Jun-14,2014,1/01/2003,4,614,600,WT600,midland,1,1,1,0,2,0,0,0,0,1,0,1,0,0,5,5,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,,0,0,0,1,0,0,2,0,0,AU600
905,AU,AU6A,WT,-17.67597315,145.7124654,3-Oct-14,2014,1/01/2003,4,614,600,WT600,midland,1,1,0,4,5,0,4,0,2,0,0,3,0,0,1,0,3,0,6,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,,2,0,2,0,6,0,1,0,0,AU600
906,AU,AU6A,WT,-17.67597315,145.7124654,30-Sep-15,2015,1/01/2003,4,614,600,WT600,midland,1,1,0,0,2,,3,0,3,2,0,3,0,2,2,1,1,0,3,4,4,2,2,0,2,0,0,,0,0,0,0,0,0,3,1,0,4,0,,0,2,0,0,AU600
907,AU,AU6A,WT,-17.67597315,145.7124654,24-Feb-16,2016,1/01/2003,4,614,600,WT600,midland,1,1,0,,5,,0,0,0,3,0,3,0,1,0,0,1,0,4,1,0,1,2,0,0,0,2,0,0,0,0,0,3,0,1,1,0,1,0,0,0,0,0,0,AU600
908,AU,AU6A,WT,-17.67597315,145.7124654,26-Feb-16,2016,1/01/2003,4,614,600,WT600,midland,1,1,0,,7,,2,2,1,2,0,3,0,0,1,2,2,0,3,3,2,1,1,2,0,0,0,0,2,0,0,0,3,0,0,4,0,1,0,0,1,1,0,0,AU600
909,AU,AU6A,WT,-17.67465474,145.7140019,28-Jan-04,2004,1/01/2001,2,621,600,WT600,midland,1,1,0,0,2,0,0,0,3,1,1,2,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,2,0,0,0,0,AU600
910,AU,AU6A,WT,-17.67465474,145.7140019,1-Feb-04,2004,1/01/2001,2,621,600,WT600,midland,1,1,0,1,5,4,0,2,1,2,0,4,0,1,0,1,2,0,4,0,2,0,1,1,0,0,0,1,0,0,0,0,1,0,3,0,0,1,0,2,4,0,0,1,AU600
911,AU,AU6A,WT,-17.67465474,145.7140019,17-Apr-04,2004,1/01/2001,2,621,600,WT600,midland,1,1,0,0,7,2,0,0,2,4,0,1,0,4,1,2,2,0,2,1,3,2,2,1,0,0,1,0,2,0,0,0,1,0,0,0,0,2,0,0,1,0,0,2,AU600
912,AU,AU6A,WT,-17.67465474,145.7140019,9-Jul-04,2004,1/01/2001,2,621,600,WT600,midland,1,1,0,2,6,2,4,0,5,0,0,2,0,5,3,4,2,0,0,2,3,0,3,1,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,3,3,3,0,0,AU600
913,AU,AU6A,WT,-17.67465474,145.7140019,6-Oct-04,2004,1/01/2001,2,621,600,WT600,midland,1,1,0,0,2,0,1,6,5,2,0,4,0,1,1,0,3,0,4,0,1,0,3,0,0,1,0,0,0,0,0,0,2,1,0,1,0,2,0,2,2,1,0,2,AU600
914,AU,AU6A,WT,-17.67465474,145.7140019,12-May-05,2005,1/01/2001,2,621,600,WT600,midland,1,1,0,1,5,,1,2,1,3,0,1,0,2,2,5,4,0,0,1,3,0,3,1,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,AU600
915,AU,AU6A,WT,-17.67465474,145.7140019,11-Nov-05,2005,1/01/2001,2,621,600,WT600,midland,1,1,0,0,1,,4,0,3,2,0,4,0,0,1,0,1,0,2,0,4,0,0,3,0,3,0,1,0,0,0,0,0,0,2,1,1,3,0,5,2,1,0,0,AU600
916,AU,AU6A,WT,-17.67465474,145.7140019,26-Mar-07,2007,1/01/2001,2,621,600,WT600,midland,1,1,0,0,8,5,0,4,1,1,0,4,0,1,4,1,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1,AU600
917,AU,AU6A,WT,-17.67465474,145.7140019,19-Jun-07,2007,1/01/2001,2,621,600,WT600,midland,1,1,2,0,3,0,0,0,0,2,0,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,AU600
918,AU,AU6A,WT,-17.67465474,145.7140019,22-Jun-07,2007,1/01/2001,2,621,600,WT600,midland,1,1,0,0,3,0,0,0,0,1,1,2,1,0,1,1,2,0,0,2,1,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,AU600
919,AU,AU6A,WT,-17.67465474,145.7140019,2-Apr-08,2008,1/01/2002,3,621,600,WT600,midland,1,1,0,0,6,2,0,3,1,2,0,3,2,1,2,0,3,0,3,1,3,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,AU600
920,AU,AU6A,WT,-17.67465474,145.7140019,17-Jun-08,2008,1/01/2002,3,621,600,WT600,midland,1,1,0,0,5,2,2,0,2,2,0,4,0,0,2,0,0,0,2,0,3,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,AU600
921,AU,AU6A,WT,-17.67465474,145.7140019,20-Oct-08,2008,1/01/2002,3,621,600,WT600,midland,1,1,0,1,5,0,0,0,1,0,0,3,0,2,4,0,2,0,2,1,0,3,1,2,0,0,1,0,0,0,0,0,3,0,2,2,0,1,0,4,1,0,0,0,AU600
922,AU,AU6A,WT,-17.67465474,145.7140019,26-Mar-09,2009,1/01/2002,3,621,600,WT600,midland,1,1,0,0,5,2,0,0,1,2,0,2,0,3,2,2,3,0,0,1,0,5,0,2,0,0,2,0,28,0,0,1,1,0,0,0,0,2,0,0,1,0,0,2,AU600
923,AU,AU6A,WT,-17.67465474,145.7140019,18-Jun-09,2009,1/01/2002,3,621,600,WT600,midland,1,1,0,0,3,0,6,1,2,1,0,3,0,1,3,2,1,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,0,AU600
924,AU,AU6A,WT,-17.67465474,145.7140019,17-Jun-10,2010,1/01/2002,3,621,600,WT600,midland,1,1,0,0,6,0,2,3,0,3,0,5,0,1,2,2,3,0,6,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,5,0,0,0,0,AU600
925,AU,AU6A,WT,-17.67465474,145.7140019,11-Oct-10,2010,1/01/2002,3,621,600,WT600,midland,1,1,0,2,4,0,2,1,3,2,0,1,0,0,1,0,2,0,4,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,5,1,0,1,0,3,2,2,0,0,AU600
926,AU,AU6A,WT,-17.67465474,145.7140019,15-Jan-12,2012,1/01/2003,4,621,600,WT600,midland,1,1,0,2,2,1,3,0,2,3,0,3,2,1,2,0,2,0,2,3,1,0,2,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,0,2,,1,0,0,AU600
927,AU,AU6A,WT,-17.67465474,145.7140019,6-Aug-12,2012,1/01/2003,4,621,600,WT600,midland,1,1,0,0,8,2,2,2,4,3,0,6,0,1,2,0,6,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,2,0,0,AU600
928,AU,AU6A,WT,-17.67465474,145.7140019,2-Oct-13,2013,1/01/2003,4,621,600,WT600,midland,1,1,0,2,3,1,4,0,1,1,0,8,0,0,2,0,2,0,0,3,2,2,0,1,0,1,1,0,,0,0,0,1,0,3,4,0,0,0,5,3,1,0,1,AU600
929,AU,AU6A,WT,-17.67465474,145.7140019,10-Jun-14,2014,1/01/2003,4,621,600,WT600,midland,1,1,0,0,7,0,1,0,2,3,0,6,0,2,0,1,1,0,4,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,,0,0,2,0,0,2,0,0,0,AU600
930,AU,AU6A,WT,-17.67465474,145.7140019,2-Oct-14,2014,1/01/2003,4,621,600,WT600,midland,1,1,0,3,4,0,0,5,1,1,0,6,0,0,2,0,3,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,6,1,2,0,0,AU600
931,AU,AU6A,WT,-17.67465474,145.7140019,30-Sep-15,2015,1/01/2003,4,621,600,WT600,midland,1,1,0,0,4,,2,0,2,1,0,3,0,1,2,1,1,0,0,0,3,2,1,0,0,1,0,,0,0,0,0,1,0,1,1,0,1,0,,2,2,0,0,AU600
932,AU,AU6A,WT,-17.67465474,145.7140019,23-Feb-16,2016,1/01/2003,4,621,600,WT600,midland,1,1,0,,12,,1,0,1,1,0,3,0,0,1,2,2,0,2,3,1,3,1,0,0,5,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,4,0,0,AU600
941,AU,AU6A,WT,-17.67300424,145.7145039,9-Jul-04,2004,1/01/2001,2,621,600,WT600,midland,1,1,2,0,3,3,5,0,4,4,0,5,0,2,1,0,1,0,0,0,3,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,1,0,1,AU600
942,AU,AU6A,WT,-17.67300424,145.7145039,28-Jan-04,2004,1/01/2001,2,621,600,WT600,midland,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AU600
943,AU,AU6A,WT,-17.67300424,145.7145039,28-Jan-04,2004,1/01/2001,2,621,600,WT600,midland,1,1,0,1,4,0,2,0,7,3,1,3,0,0,1,0,5,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,3,2,0,0,0,1,1,1,0,0,AU600
944,AU,AU6A,WT,-17.67300424,145.7145039,17-Apr-04,2004,1/01/2001,2,621,600,WT600,midland,1,1,0,0,4,6,1,2,1,3,0,3,0,4,3,3,3,0,3,0,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,3,0,1,0,0,3,2,0,0,AU600
945,AU,AU6A,WT,-17.67300424,145.7145039,6-Oct-04,2004,1/01/2001,2,621,600,WT600,midland,1,1,0,2,4,0,2,2,5,2,1,6,0,2,1,0,1,0,4,0,4,0,1,0,0,2,0,0,0,0,0,0,1,0,2,0,2,3,0,3,3,1,0,0,AU600
946,AU,AU6A,WT,-17.67300424,145.7145039,12-May-05,2005,1/01/2001,2,621,600,WT600,midland,1,1,0,0,2,,1,3,0,3,0,3,0,5,1,3,2,0,2,1,0,0,2,3,0,0,0,0,0,0,0,1,2,0,0,0,2,4,0,0,3,2,0,0,AU600
947,AU,AU6A,WT,-17.67300424,145.7145039,25-Mar-07,2007,1/01/2001,2,621,600,WT600,midland,1,1,0,0,0,1,0,0,3,3,0,1,0,1,1,0,4,0,2,1,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,0,2,AU600
948,AU,AU6A,WT,-17.67300424,145.7145039,25-Mar-07,2007,1/01/2001,2,621,600,WT600,midland,1,1,0,0,6,0,0,0,1,0,0,1,0,0,1,1,3,0,2,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,AU600
949,AU,AU6A,WT,-17.67300424,145.7145039,26-Mar-07,2007,1/01/2001,2,621,600,WT600,midland,1,1,0,0,6,3,2,4,1,3,0,4,0,5,5,0,3,0,5,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,AU600
950,AU,AU6A,WT,-17.67300424,145.7145039,13-Jun-07,2007,1/01/2001,2,621,600,WT600,midland,1,1,0,0,6,1,0,0,1,1,1,4,0,1,3,2,4,0,1,0,2,3,1,0,0,1,1,0,0,0,1,0,3,0,0,1,0,1,0,0,2,1,0,1,AU600
951,AU,AU6A,WT,-17.67300424,145.7145039,22-Jun-07,2007,1/01/2001,2,621,600,WT600,midland,1,1,0,0,2,0,1,0,0,1,1,1,0,3,1,1,2,1,0,1,1,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,2,1,1,2,AU600
952,AU,AU6A,WT,-17.67300424,145.7145039,2-Apr-08,2008,1/01/2002,3,621,600,WT600,midland,1,1,0,1,7,2,0,4,2,5,0,0,2,1,3,0,4,0,2,2,4,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,1,2,0,0,0,AU600
953,AU,AU6A,WT,-17.67300424,145.7145039,17-Jun-08,2008,1/01/2002,3,621,600,WT600,midland,1,1,0,0,7,0,2,2,3,5,0,4,0,4,1,0,0,0,3,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,3,1,1,0,0,AU600
